"","Sector","Company","sentiment_bins","mean_sentiments"
"3317","Materials","Boise Cascade",NA,NA
"3318","Technology","Cision","Moderate_sell",0.452125
"3319","Industrial Goods","RealReal","Moderate_sell",0.401175
"3320","Services","CBIZ",NA,NA
"3321","Technology","Shutterstock","Moderate_sell",0.429375
"3322","Financial","Laurentian Bank",NA,NA
"3323","Consumer Goods","AeroVironment","Moderate_buy",0.65835
"3324","Technology","Mixi",NA,NA
"3325","Industrial Goods","JINS HOLDINGS",NA,NA
"3326","Healthcare","Corcept Therapeutics",NA,NA
"3327","Consumer Goods","LaZBoy","Hold",0.496575
"3328","Financial","SpareBank 1 SMN",NA,NA
"3329","Financial","First Busey",NA,NA
"3330","Industrial Goods","Nordex",NA,NA
"3331","Services","Air Transport Services",NA,NA
"3332","Technology","Sykes Enterprises",NA,NA
"3333","Consumer Goods","Rambus",NA,NA
"3334","Services","R1 RCM",NA,NA
"3335","Technology","COLOPL",NA,NA
"3336","Financial","Equitable Group",NA,NA
"3337","Healthcare","Green Thumb Industries","Moderate_sell",0.4459
"3338","Services","The Liberty Braves Group","Hold",0.470525
"3339","Technology","Health Catalyst",NA,NA
"3340","Consumer Goods","Cooper Tire Rubber","Moderate_sell",0.438725
"3341","Industrial Goods","Aleatica SAB de CV",NA,NA
"3342","Services","Nami",NA,NA
"3343","Technology","Cardlytics","Hold",0.5181125
"3344","Services","AS ONE",NA,NA
"3345","Materials","Industrias CH SA de CV",NA,NA
"3346","Services","Magyar Telekom Telecommunications",NA,NA
"3347","Financial","Marcus & Millichap","Moderate_sell",0.392325
"3348","Consumer Goods","Xtep International Holdings",NA,NA
"3349","Industrial Goods","Helios Technologies","Moderate_buy",0.6275
"3350","Services","Conduent",NA,NA
"3351","Technology","Paradox Interactive AB",NA,NA
"3352","Financial","State Auto Financial",NA,NA
"3353","Healthcare","Trulieve Cannabis","Hold",0.5775
"3354","Services","Rent-A-Center",NA,NA
"3355","Materials","PDC Energy",NA,NA
"3356","Materials","Jagged Peak Energy","Moderate_sell",0.446425
"3357","Consumer Goods","Sappi",NA,NA
"3358","Consumer Goods","Maxlinear",NA,NA
"3359","Utilities","Cactus",NA,NA
"3360","Financial","Virgin Galactic Holdings","Moderate_sell",0.32945
"3361","Financial","Fbl Financial Group","Hold",0.582325
"3362","Financial","Compass Diversified Holdings","Hold",0.5920125
"3363","Industrial Goods","Avaya Holdings","Strong_sell",0.3041125
"3364","Healthcare","Topcon",NA,NA
"3365","Consumer Goods","TTM Technologies",NA,NA
"3366","Financial","Tanger Factory","Moderate_sell",0.315125
"3367","Consumer Goods","G-III Apparel Group","Moderate_sell",0.44695
"3368","Services","Sonic Automotive","Hold",0.5164
"3369","Services","Hawaiian Holdings","Moderate_buy",0.640825
"3370","Financial","Industrial Logistics Properties",NA,NA
"3371",NA,"HF Foods Group","Hold",0.5
"3372","Healthcare","Esperion","Moderate_sell",0.4216625
"3373","Healthcare","Veracyte",NA,NA
"3374","Materials","Schweiter Technologies AG",NA,NA
"3375","Financial","First Commonwealth",NA,NA
"3376","Industrial Goods","Trimas",NA,NA
"3377","Services","Breville Group",NA,NA
"3378","Financial","Victory Capital Holdings",NA,NA
"3379","Services","Vocus Group",NA,NA
"3380","Services","Dine Brands Global","Hold",0.5492
"3381","Consumer Goods","Triumph Group","Moderate_sell",0.3735
"3382","Healthcare","Nanosonics",NA,NA
"3383","Materials","Cairn Energy","Hold",0.5
"3384","Healthcare","Miraca Holdings",NA,NA
"3385","Utilities","Suburban Propane","Hold",0.50325
"3386","Financial","Getty Realty",NA,NA
"3387","Financial","Prologis Property Mexico, S.A. de C.V.",NA,NA
"3388","Consumer Goods","Methode Electronics","Moderate_sell",0.44085
"3389","Technology","Presidio",NA,NA
"3390","Industrial Goods","Enpro Industries","Moderate_sell",0.414025
"3391","Consumer Goods","China Yongda Automobiles Services",NA,NA
"3392","Technology","Perficient","Moderate_buy",0.7214875
"3393","Industrial Goods","Kornit Digital",NA,NA
"3394","Materials","Enerplus","Moderate_sell",0.40545
"3395","Healthcare","Sihuan Pharmaceutical Holdings Group",NA,NA
"3396","Consumer Goods","Sleep Number",NA,NA
"3397","Materials","Elkem ASA",NA,NA
"3398","Industrial Goods","Knoll","Moderate_buy",0.725225
"3399","Healthcare","Raffles Medical Group",NA,NA
"3400","Industrial Goods","Gentherm","Hold",0.469675
"3401","Services","Buckle","Moderate_buy",0.62705
"3402","Financial","Employers Holdings","Hold",0.46515
"3403","Healthcare","Innoviva",NA,NA
"3404","Financial","Dream Office Real Estate Investment",NA,NA
"3405","Industrial Goods","Tennant Co","Moderate_buy",0.654875
"3406","Healthcare","Axsome Therapeutics","Hold",0.4714
"3407","Financial","Independence Realty",NA,NA
"3408","Industrial Goods","Alamo Group","Hold",0.5653125
"3409","Consumer Goods","Schweitzer-Mauduit International","Hold",0.505
"3410","Financial","Poly Property Group Co",NA,NA
"3411","Financial","Japan Rental Housing Investments",NA,NA
"3412","Financial","Veritex",NA,NA
"3413","Materials","Adelaide Brighton",NA,NA
"3414","Financial","Road King Infrastructure",NA,NA
"3415","Technology","Youdao",NA,NA
"3416","Financial","Herc Holdings",NA,NA
"3417","Consumer Goods","TomTom",NA,NA
"3418","Services","Huya","Hold",0.5279
"3419","Materials","Alliance Resource",NA,NA
"3420","Financial","Meta Financial Group","Moderate_buy",0.66885
"3421","Technology","EVRY ASA",NA,NA
"3422","Healthcare","Terveystalo Oy",NA,NA
"3423","Healthcare","Y-Mabs Therapeutics","Moderate_buy",0.739075
"3424","Materials","Nufarm",NA,NA
"3425","Industrial Goods","Grupo Comercial Chedraui SAB de CV",NA,NA
"3426","Financial","Parkway Life Real Estate Investment",NA,NA
"3427","Materials","Ero Copper",NA,NA
"3428","Technology","Virtusa",NA,NA
"3429","Utilities","Hutchison Port Holdings",NA,NA
"3430","Financial","Summit Industrial Income REIT",NA,NA
"3431","Healthcare","Audentes Therapeutics","Hold",0.5225
"3432","Technology","Linx SA","Hold",0.5
"3433","Financial","Focus Financial Partners",NA,NA
"3434","Services","Bandwidth",NA,NA
"3435","Technology","Telecom Argentina",NA,NA
"3436","Materials","Oceaneering International",NA,NA
"3437","Healthcare","Healius",NA,NA
"3438","Services","Brookdale",NA,NA
"3439","Technology","9F",NA,NA
"3440","Services","GMS","Hold",0.5658625
"3441","Financial","Unicaja Banco SA",NA,NA
"3442","Services","Golar LNG","Moderate_sell",0.43915
"3443","Services","IMAX","Moderate_sell",0.3648
"3444","Consumer Goods","Revlon","Moderate_buy",0.67175
"3445","Technology","FIH Mobile",NA,NA
"3446","Financial","Flow Traders",NA,NA
"3447","Financial","1St Source","Hold",0.5
"3448","Healthcare","Vir Biotechnology",NA,NA
"3449","Industrial Goods","Fuji Seal International",NA,NA
"3450","Healthcare","Atrion",NA,NA
"3451","Financial","Noah Holdings",NA,NA
"3452","Financial","Amerisafe",NA,NA
"3453","Technology","RIB Software AG","Hold",0.4975
"3454","Financial","Vukile Property",NA,NA
"3455","Services","National Healthcare",NA,NA
"3456","Financial","Uniti Group","Moderate_sell",0.3808375
"3457","Technology","PC Connection","Hold",0.50625
"3458","Consumer Goods","Benchmark Electronics","Moderate_sell",0.425925
"3459","Financial","Tompkins",NA,NA
"3460","Financial","City Holding Company",NA,NA
"3461","Consumer Goods","Universal",NA,NA
"3462","Financial","S&T Bancorp",NA,NA
"3463","Technology","Upwork",NA,NA
"3464","Services","Scholastic","Moderate_sell",0.432525
"3465","Financial","ESR-REIT",NA,NA
"3466","Materials","Lundin Gold","Hold",0.460825
"3467","Materials","CNX Resources","Hold",0.5436875
"3468","Technology","RIB Software SE",NA,NA
"3469","Services","Hudson",NA,NA
"3470","Healthcare","Alector",NA,NA
"3471","Industrial Goods","Modec",NA,NA
"3472","Financial","Palomar Holdings",NA,NA
"3473","Financial","Brookline Bancorp",NA,NA
"3474","Services","Viad",NA,NA
"3475","Services","Hisense Home Appliances Group Co",NA,NA
"3476","Materials","Archrock",NA,NA
"3477","Materials","Torex Gold Resources",NA,NA
"3478","Industrial Goods","Continental Building Products","Moderate_sell",0.332375
"3479","Financial","Summit Hotel Properties",NA,NA
"3480","Healthcare","Japan Lifeline Co",NA,NA
"3481","Materials","Par Pacific Holdings",NA,NA
"3482","Services","Graincorp",NA,NA
"3483","Materials","NGL Energy Partners",NA,NA
"3484","Materials","Mitsui Mining and Smelting Company",NA,NA
"3485","Materials","PBF Logistics",NA,NA
"3486","Services","Michaels Companies","Hold",0.4955875
"3487","Consumer Goods","Oxford Industries","Hold",0.605875
"3488","Financial","NorthWest Healthcare Properties REIT",NA,NA
"3489","General","New Hope",NA,NA
"3490","Consumer Goods","Guess","Hold",0.5053125
"3491","Healthcare","Coherus Biosciences",NA,NA
"3492","Materials","Whitecap Resources",NA,NA
"3493","Financial","Sandy Spring Bancorp",NA,NA
"3494","Industrial Goods","SunPower","Moderate_buy",0.65555
"3495","Industrial Goods","CHUDENKO",NA,NA
"3496","Utilities","Talos Energy",NA,NA
"3497","Financial","Spartan Energy Acquisition",NA,NA
"3498","Industrial Goods","Daiseki Co",NA,NA
"3499","Healthcare","Enanta Pharmaceuticals",NA,NA
"3500","Healthcare","Sangamo Biosciences","Hold",0.4959
"3501","Healthcare","Kissei Pharmaceutical Co",NA,NA
"3502","Consumer Goods","M/I Homes","Strong_sell",0.285875
"3503","Financial","Brookfield Property REIT",NA,NA
"3504","Industrial Goods","China BlueChemical",NA,NA
"3505","Healthcare","Tong Ren Tang Technologies Co",NA,NA
"3506","Materials","Eldorado Gold",NA,NA
"3507","Services","Dave & Busters Entertainment","Strong_sell",0.281925
"3508","Financial","Agiliti",NA,NA
"3509","Technology","Chinasoft International",NA,NA
"3510","Financial","PT Lippo Karawaci Tbk",NA,NA
"3511","Healthcare","Theravance Biopharma","Moderate_sell",0.448325
"3512","Materials","Helix Energy",NA,NA
"3513","Utilities","China Water Affairs Group",NA,NA
"3514","Healthcare","CYBERDYNE",NA,NA
"3515","Industrial Goods","Raven",NA,NA
"3516","Financial","Artis Real Estate Investment",NA,NA
"3517","Utilities","Kenon Holdings",NA,NA
"3518","Industrial Goods","Douglas Dynamics",NA,NA
"3519","Consumer Goods","iRobot","Hold",0.5159625
"3520","Financial","Oceanfirst Financial",NA,NA
"3521","Services","Core-Mark Holding Company",NA,NA
"3522","Financial","Saul Centers",NA,NA
"3523","Healthcare","Supernus Pharmaceuticals",NA,NA
"3524","Financial","Mr Cooper Group","Hold",0.510325
"3525","Materials","Hecla Mining Company","Hold",0.47
"3526","Utilities","MEG Energy",NA,NA
"3527","Consumer Goods","Neenah Paper","Moderate_sell",0.4371
"3528","Financial","Green Dot",NA,NA
"3529","Utilities","SemGroup","Hold",0.495
"3530","Industrial Goods","Encore Wire",NA,NA
"3531","Services","Addus Homecare",NA,NA
"3532","Healthcare","Tactile Systems Technology",NA,NA
"3533","Services","Cineplex",NA,NA
"3534","Services","Now","Strong_sell",0.273925
"3535","Materials","Ternium Argentina SA",NA,NA
"3536","Services","Office Depot","Moderate_buy",0.670675
"3537","Materials","Aluminum Of China",NA,NA
"3538","Financial","LendingClub","Moderate_sell",0.3358
"3539","Industrial Goods","Monadelphous Group",NA,NA
"3540","Materials","US Ecology",NA,NA
"3541","Financial","Kearny Financial",NA,NA
"3542","Technology","QAD","Moderate_buy",0.6143875
"3543","Healthcare","Cara Therapeutics","Moderate_sell",0.42555
"3544","General","Japan Petroleum Exploration Co",NA,NA
"3545","Financial","Fellazo",NA,NA
"3546","Healthcare","Athenex",NA,NA
"3547","Financial","Lakeland Financial","Hold",0.5
"3548","Services","EW Scripps",NA,NA
"3549","Materials","Comstock Resources","Moderate_sell",0.42055
"3550","Materials","Japan Steel Works",NA,NA
"3551","Healthcare","Shockwave Medical",NA,NA
"3552","Materials","Granite Construction",NA,NA
"3553","Financial","James River Group","Hold",0.51935
"3554","Financial","Central China Real Estate",NA,NA
"3555","Services","Matthews International",NA,NA
"3556","Utilities","Shun Tak Holdings",NA,NA
"3557","Technology","Resideo Technologies","Moderate_sell",0.426775
"3558","Materials","OceanaGold",NA,NA
"3559","Materials","Materion",NA,NA
"3560","Financial","Enterprise Financial Services",NA,NA
"3561","Services","Designer Brands","Hold",0.50065
"3562","Financial","NexPoint Residential",NA,NA
"3563","Financial","Realogy",NA,NA
"3564","Consumer Goods","Oxford Instruments",NA,NA
"3565","Services","Teekay LNG Partners",NA,NA
"3566","Financial","Beijing North Star Company",NA,NA
"3567","Healthcare","Aphria","Moderate_sell",0.3725
"3568","Technology","NextGen Healthcare",NA,NA
"3569","Financial","Trupanion",NA,NA
"3570","Technology","Computer Services",NA,NA
"3571","Financial","FB Financial",NA,NA
"3572","Technology","Opera","Hold",0.53335
"3573","Financial","Southside Bancshares",NA,NA
"3574","Financial","RPT Realty",NA,NA
"3575","Financial","Genertec Universal Medical Group Company",NA,NA
"3576","Financial","H&E Equipment Services","Hold",0.5769125
"3577","Financial","Dah Sing Financial Holdings",NA,NA
"3578","Consumer Goods","Ferro",NA,NA
"3579","Healthcare","Fate Therapeutics","Hold",0.45975
"3580","Consumer Goods","D&L Industries",NA,NA
"3581","Financial","Trico Bancshares",NA,NA
"3582","Services","Studio City International Holdings","Hold",0.5
"3583","Financial","360 Finance","Moderate_buy",0.6566875
"3584","Industrial Goods","Patrick Industries",NA,NA
"3585","Healthcare","PAUL HARTMANN AG",NA,NA
"3586","Healthcare","Atricure",NA,NA
"3587","Financial","Sandstorm Gold",NA,NA
"3588","Healthcare","Principia Biopharma",NA,NA
"3589","Materials","St Barbara",NA,NA
"3590","Services","Career Education","Hold",0.5326
"3591","Services","Navios Maritime Acquisition",NA,NA
"3592","Financial","REIT 1",NA,NA
"3593","Financial","Ascendas India",NA,NA
"3594","Utilities","Datang INTL PWR",NA,NA
"3595","Financial","Piper Jaffray Companies","Moderate_sell",0.375
"3596","Financial","Kkr Real Estate Finance",NA,NA
"3597","Financial","Qudian",NA,NA
"3598","Technology","Talend SA",NA,NA
"3599","Healthcare","Arqule",NA,NA
"3600","Financial","First Bancorp",NA,NA
"3601","Consumer Goods","Enviva",NA,NA
"3602","Services","Clear Channel Outdoor","Hold",0.4978
"3603",NA,"Bakhu Holdings",NA,NA
"3604","Services","Marten Transport","Hold",0.520675
"3605","Services","Denny's",NA,NA
"3606","Consumer Goods","Infinera",NA,NA
"3607","Technology","Blucora","Hold",0.4862
"3608","Healthcare","Endo International","Hold",0.4975
"3609","Industrial Goods","PT Mitra Adiperkasa Tbk",NA,NA
"3610","Materials","Frank's International",NA,NA
"3611","Technology","Criteo SA","Hold",0.48
"3612","Healthcare","Varex Imaging","Hold",0.509925
"3613","Utilities","Cebu Air",NA,NA
"3614","Services","Central European",NA,NA
"3615","Materials","Livent",NA,NA
"3616","Services","Boot Barn","Moderate_sell",0.382375
"3617","Healthcare","Wave Life Sciences",NA,NA
"3618","Financial","Waddell & Reed","Hold",0.46995
"3619","Financial","Sparebank 1 Ostlandet",NA,NA
"3620","Healthcare","Zealand Pharma",NA,NA
"3621","Financial","Encore Capital","Hold",0.4771125
"3622","Healthcare","Genomma Lab Internacional SAB de CV",NA,NA
"3623","Consumer Goods","Standard Motor Products",NA,NA
"3624","Materials","Nexa Resources SA",NA,NA
"3625","Consumer Goods","Radware",NA,NA
"3626","Financial","InvenTrust Properties",NA,NA
"3627","Financial","St Joe Company","Moderate_sell",0.3595
"3628","Financial","Eplus",NA,NA
"3629","Technology","Sapiens International","Moderate_buy",0.708525
"3630","Services","Kato Sangyo Co",NA,NA
"3631","Services","Children's Place","Hold",0.489775
"3632","Materials","Primoris Services",NA,NA
"3633","Materials","Nichias",NA,NA
"3634","Consumer Goods","Scandinavian Tobacco Group",NA,NA
"3635","Industrial Goods","Palfinger AG",NA,NA
"3636","Financial","National Bank Holdings",NA,NA
"3637","Materials","Hess Midstream Partners","Moderate_sell",0.37
"3638","Materials","Arch Coal",NA,NA
"3639","Financial","Starhill Global Real Estate Investment",NA,NA
"3640","Consumer Goods","John B Sanfilippo & Son",NA,NA
"3641",NA,"Luckin Coffee",NA,NA
"3642","Healthcare","Silk Road Medical",NA,NA
"3643","Consumer Goods","CSW Industrials","Hold",0.485525
"3644",NA,"Revolve Group",NA,NA
"3645","Industrial Goods","American Axle","Moderate_sell",0.329825
"3646","Consumer Goods","Chase","Moderate_buy",0.64
"3647","Healthcare","Zealand Pharma","Hold",0.593225
"3648","Consumer Goods","Mandom",NA,NA
"3649","Services","Promotora De Informaciones Sa",NA,NA
"3650","Industrial Goods","SK Kaken Co",NA,NA
"3651","Services","Arjo AB",NA,NA
"3652","Healthcare","Odonate Therapeutics",NA,NA
"3653","Financial","OFG Bancorp",NA,NA
"3654","Healthcare","Karyopharm Therapeutics","Moderate_buy",0.65835
"3655","Financial","United Fire Group",NA,NA
"3656","Healthcare","NGM Biopharmaceuticals",NA,NA
"3657","Industrial Goods","Kadant",NA,NA
"3658","Healthcare","Kodiak Sciences","Moderate_sell",0.458225
"3659","Services","MRC Global",NA,NA
"3660","Services","Wesco Aircraft",NA,NA
"3661","Healthcare","Orchard Therapeutics","Moderate_buy",0.666875
"3662","Utilities","Middlesex Water Company","Moderate_sell",0.441425
"3663","Consumer Goods","Orion Engineered","Hold",0.600875
"3664","Materials","GeoPark",NA,NA
"3665","Healthcare","Natus Medical",NA,NA
"3666","Healthcare","NextCure","Moderate_sell",0.428325
"3667","Industrial Goods","Huabao International Holdings",NA,NA
"3668","Services","Tivity Health",NA,NA
"3669",NA,"PT Indosat Tbk",NA,NA
"3670","Financial","Brewin Dolphin",NA,NA
"3671","Materials","Grupo KUO SAB de CV",NA,NA
"3672","Services","The Chefs' Warehouse",NA,NA
"3673","Services","Webjet",NA,NA
"3674","Services","DHT Holdings",NA,NA
"3675","Financial","Beijing Capital Land",NA,NA
"3676","Financial","Meridian Interstate Bancorp",NA,NA
"3677","Financial","Bolsa Mexicana de Valores SAB de CV",NA,NA
"3678","Services","TCL Electronics Holdings",NA,NA
"3679","Consumer Goods","Delphi Technologies","Moderate_sell",0.367075
"3680","Technology","Formula Systems",NA,NA
"3681","Services","Weis Markets",NA,NA
"3682","Services","MTY Food Group",NA,NA
"3683","Materials","Lonking Holdings",NA,NA
"3684",NA,"So-Young International","Hold",0.4925
"3685","Consumer Goods","Super Micro Computer",NA,NA
"3686","Financial","Ebix","Hold",0.5492
