"","Sector","Company","sentiment_bins","mean_sentiments"
"2767","Consumer Goods","Tiger Brands",NA,NA
"2768","Utilities","Sinotrans",NA,NA
"2769","Healthcare","Arena Pharma","Strong_sell",0.305525
"2770","Materials","OZ Minerals",NA,NA
"2771","Financial","Xenia Hotels & Resorts",NA,NA
"2772","Services","National Vision Holdings","Moderate_sell",0.320225
"2773","Financial","First Midwest Bancorp",NA,NA
"2774","Technology","Arco Platform","Hold",0.5
"2775","Materials","Landis+Gyr Group AG",NA,NA
"2776","Materials","Aperam SA",NA,NA
"2777","Financial","PT Sarana Menara Nusantara Tbk",NA,NA
"2778","Financial","Close Brothers Group",NA,NA
"2779","Services","Premier",NA,NA
"2780","Services","Telesites SAB de CV",NA,NA
"2781","Services","Great Eagle Holdings",NA,NA
"2782","Materials","Holly Energy Partners",NA,NA
"2783","Services","Wingstop","Moderate_sell",0.32825
"2784","Industrial Goods","Welbilt",NA,NA
"2785","Consumer Goods","Diodes","Moderate_buy",0.624625
"2786","Financial","Cronos Group","Strong_sell",0.291275
"2787","Financial","Newmark Group",NA,NA
"2788","Technology","Insight Enterprises",NA,NA
"2789","Utilities","Grayscale Bitcoin",NA,NA
"2790","Industrial Goods","Hillenbrand","Hold",0.513225
"2791","Services","Sprouts Farmers",NA,NA
"2792","Financial","Canadian Western Bank",NA,NA
"2793","Financial","Acadia Realty",NA,NA
"2794","Consumer Goods","Tower Semiconductor","Moderate_sell",0.365
"2795","Technology","Evertec","Hold",0.55295
"2796","Materials","Genesis Energy",NA,NA
"2797",NA,"bpost SA",NA,NA
"2798","Consumer Goods","Grupo LALA SAB de CV",NA,NA
"2799","Technology","DeNA Co",NA,NA
"2800","Financial","Wsfs Financial",NA,NA
"2801","Financial","Invesco Mortgage",NA,NA
"2802","Services","The Ensign Group",NA,NA
"2803","Materials","EnLink Midstream",NA,NA
"2804","Consumer Goods","National Beverage","Hold",0.49225
"2805","Technology","CommVault Systems","Hold",0.506625
"2806","Utilities","Huaneng Power International","Hold",0.6041625
"2807","Materials","Cementos Argos SA",NA,NA
"2808","Utilities","Crestwood Equity","Moderate_sell",0.42
"2809","Materials","Antero Midstream","Moderate_buy",0.6821
"2810","Services","China Southern Airlines Company","Hold",0.5
"2811","Services","SeaWorld","Hold",0.5046125
"2812","Technology","SVMK","Moderate_sell",0.39175
"2813","Services","Robinsons Retail",NA,NA
"2814","Healthcare","Ultragenyx Pharmaceutical","Hold",0.463925
"2815","Services","Forbo Holding AG",NA,NA
"2816","Industrial Goods","JELD-WEN","Moderate_sell",0.37495
"2817","Consumer Goods","Esco Technologies","Moderate_sell",0.453325
"2818","Services","Grupo Aeroportuario Del Centro",NA,NA
"2819","Services","Pricesmart",NA,NA
"2820","Financial","First Bancorp Puerto Rico",NA,NA
"2821","Financial","NMI Holdings",NA,NA
"2822","Services","TechnoPro Holdings",NA,NA
"2823","Industrial Goods","Sinopec Oilfield Service",NA,NA
"2824","Materials","Novagold Resources New",NA,NA
"2825","Consumer Goods","Braskem SA",NA,NA
"2826","Utilities","Guangshen Railway Company",NA,NA
"2827","Consumer Goods","Acushnet Holdings","Hold",0.4975
"2828","Financial","Argo Group International Holdings","Moderate_sell",0.438975
"2829","Financial","First Merchants","Moderate_buy",0.6242
"2830","Utilities","Centrais Elc Braz Pfb B Elbras",NA,NA
"2831","Industrial Goods","Alpek SAB de CV",NA,NA
"2832","Financial","Kinsale Capital Group",NA,NA
"2833","Consumer Goods","Tootsie Roll Industries",NA,NA
"2834","Materials","Vermilion Energy",NA,NA
"2835","Technology","Amano",NA,NA
"2836","Consumer Goods","Fabrinet",NA,NA
"2837","Healthcare","Xencor",NA,NA
"2838","Services","SailPoint Technologies Holdings",NA,NA
"2839","Financial","Hilltop Holdings","Hold",0.526025
"2840","Materials","Casella Waste","Hold",0.505125
"2841","Materials","EQT",NA,NA
"2842","Materials","United States Steel","Strong_sell",0.28665
"2843","Financial","Iguatemi Empresa de Shopping Centers SA",NA,NA
"2844","Consumer Goods","Sanmina-Sci","Moderate_buy",0.6281
"2845","Utilities","Vector",NA,NA
"2846",NA,"Tokai Carbon",NA,NA
"2847","Materials","Alamos Gold",NA,NA
"2848","Consumer Goods","Inter Parfums",NA,NA
"2849","Materials","PT Vale Indonesia Tbk",NA,NA
"2850","Consumer Goods","Plexus",NA,NA
"2851","Services","Frontline","Moderate_sell",0.345
"2852","Services","Hunter Douglas",NA,NA
"2853","Financial","Trustmark",NA,NA
"2854","Services","Gol Linhas","Moderate_sell",0.4499
"2855","Materials","First Majestic Silver","Moderate_sell",0.43915
"2856","Healthcare","Ra Pharmaceuticals","Moderate_sell",0.427825
"2857","Financial","Hertz Global Holdings","Moderate_buy",0.7076
"2858","Healthcare","Mednax","Moderate_sell",0.4079
"2859","Services","Wesco International",NA,NA
"2860","Technology","GSX Techedu",NA,NA
"2861","Services","Korn Ferry","Hold",0.5383
"2862","Services","Baozun","Strong_sell",0.207225
"2863","Financial","Avis Budget",NA,NA
"2864","General","Exxaro Resources",NA,NA
"2865","Services","Option Care Health",NA,NA
"2866","Materials","Sembcorp Marine",NA,NA
"2867",NA,"Whitehaven Coal",NA,NA
"2868","Materials","Reliance Worldwide",NA,NA
"2869","Financial","Fortune Real Estate Investment",NA,NA
"2870","Materials","Tokai Carbon Co",NA,NA
"2871","Consumer Goods","Stepan Company","Hold",0.4975
"2872","Healthcare","Portola Pharma",NA,NA
"2873","Utilities","PT Jasa Marga (Persero) Tbk",NA,NA
"2874","Technology","Bottomline Technologies",NA,NA
"2875","Industrial Goods","UBE Industries",NA,NA
"2876","Consumer Goods","Tri Pointe","Strong_sell",0.2675
"2877","Industrial Goods","Linamar","Hold",0.5
"2878","Materials","Evoqua Water Technologies",NA,NA
"2879","Services","Orange Polska SA",NA,NA
"2880","Consumer Goods","Pq Group Holdings",NA,NA
"2881","Industrial Goods","Puregold Price Club",NA,NA
"2882","Materials","Cleveland-Cliffs","Moderate_sell",0.34035
"2883","Industrial Goods","Installed Building Products","Moderate_buy",0.63505
"2884","Services","Sankyo Co",NA,NA
"2885","Consumer Goods","Vinda International Holdings",NA,NA
"2886","Services","Deluxe",NA,NA
"2887","Materials","Alliance Global Group",NA,NA
"2888","Services","Asbury",NA,NA
"2889","Services","Sally Beauty",NA,NA
"2890","Materials","Worthington Industries","Hold",0.548025
"2891","Utilities","Clearway Energy","Hold",0.5002
"2892","Services","Bezeq The Israel Telecommunication",NA,NA
"2893","Consumer Goods","Domtar",NA,NA
"2894","Financial","Ascott Residence",NA,NA
"2895","Services","TTEC Holdings","Moderate_sell",0.45615
"2896","Services","AMC Networks","Moderate_sell",0.385275
"2897","Materials","Parex Resources",NA,NA
"2898","Financial","Ehealth",NA,NA
"2899","Utilities","Towngas China Co",NA,NA
"2900","Consumer Goods","Nu Skin",NA,NA
"2901","Financial","Hachijuni Bank",NA,NA
"2902","Industrial Goods","Altra Industrial Motion",NA,NA
"2903","Industrial Goods","Steelcase","Hold",0.575975
"2904","Consumer Goods","Cal-Maine Foods",NA,NA
"2905","Services","Toyo Tire",NA,NA
"2906","Technology","Alarm","Hold",0.5973
"2907","Industrial Goods","Organizacion Soriana SAB de CV",NA,NA
"2908","Financial","Retail Opportunity Investments",NA,NA
"2909","Healthcare","Zogenix","Moderate_sell",0.352775
"2910","Financial","Cadence Bancorporation",NA,NA
"2911","Healthcare","Eidos Therapeutics",NA,NA
"2912","Financial","Frasers Centrepoint",NA,NA
"2913","Industrial Goods","SPX","Moderate_buy",0.6199
"2914","Financial","Flagstar Bancorp",NA,NA
"2915","Utilities","AirAsia Group Bhd",NA,NA
"2916","Financial","PennyMac Mortgage","Moderate_buy",0.72235
"2917","Healthcare","Haw Par",NA,NA
"2918","Utilities","Northwest Gas",NA,NA
"2919","Services","Shake Shack",NA,NA
"2920","Services","Bloomin' Brands","Hold",0.536325
"2921","Services","AmRest Holdings SE",NA,NA
"2922","Services","Dunelm Group",NA,NA
"2923","Financial","Diamondrock",NA,NA
"2924","Healthcare","Insmed",NA,NA
"2925","Technology","8X8",NA,NA
"2926","Services","Air New Zealand",NA,NA
"2927","Technology","SIA Engineering Co",NA,NA
"2928","Utilities","Clearway Energy",NA,NA
"2929","Industrial Goods","Adient","Moderate_sell",0.33925
"2930","Consumer Goods","Kontoor Brands","Hold",0.5201
"2931","Healthcare","Heron Therapeutics","Moderate_sell",0.33245
"2932","Services","Lions Gate Ent Cl A","Hold",0.4849
"2933","Services","Gray Television",NA,NA
"2934","Consumer Goods","Avon Products",NA,NA
"2935","Industrial Goods","Porter Holding International",NA,NA
"2936","Services","Beacon Roofing Supply","Moderate_sell",0.37015
"2937","Materials","Kobe Steel",NA,NA
"2938","Materials","Johnson Electric Holdings",NA,NA
"2939","Industrial Goods","Gamuda Bhd",NA,NA
"2940","Financial","TowneBank",NA,NA
"2941","Industrial Goods","CP Pokphand Co",NA,NA
"2942","Financial","Renasant",NA,NA
"2943","Financial","SOHO China",NA,NA
"2944","Financial","FGL Holdings",NA,NA
"2945","Financial","Walker & Dunlop",NA,NA
"2946","Financial","ProAssurance",NA,NA
"2947","Consumer Goods","Cambrex",NA,NA
"2948","Financial","BGC Partners","Moderate_sell",0.35395
"2949","Services","Papa John's International","Hold",0.5387625
"2950","Services","Fu Shou Yuan International Group",NA,NA
"2951","Industrial Goods","PT ACE Hardware Indonesia Tbk",NA,NA
"2952","Industrial Goods","SPX Flow",NA,NA
"2953","Healthcare","Turning Point Therapeutics",NA,NA
"2954","Utilities","SJW",NA,NA
"2955","Technology","Workiva",NA,NA
"2956","Materials","Furukawa Electric Co",NA,NA
"2957","Financial","Capitol Federal Financial",NA,NA
"2958","Consumer Goods","Knowles","Moderate_sell",0.449675
"2959","Financial","Kyushu Financial Group",NA,NA
"2960","Industrial Goods","Terex","Hold",0.466375
"2961","Technology","Instructure","Hold",0.4803875
"2962","Financial","Shanghai Industrial Holdings",NA,NA
"2963","Services","Scorpio Tankers",NA,NA
"2964","Consumer Goods","Distell Group Holdings",NA,NA
"2965","Financial","CareTrust REIT",NA,NA
"2966","Healthcare","Tilray","Strong_sell",0.2796125
"2967","Financial","Genworth Financial","Strong_sell",0.277475
"2968","Industrial Goods","Federal Signal",NA,NA
"2969","Financial","Essential Properties Realty","Hold",0.46385
"2970","Financial","Taubman Centers","Strong_sell",0.2048
"2971","Financial","National Storage Affiliates",NA,NA
"2972","Technology","PagerDuty",NA,NA
"2973","Consumer Goods","Vector Group","Hold",0.5967
"2974","Healthcare","Ligand Pharma",NA,NA
"2975","Healthcare","Tricida",NA,NA
"2976","Utilities","Apergy",NA,NA
"2977","Services","Nordic Entertainment Group AB",NA,NA
"2978","Industrial Goods","BMC Stock Holdings","Strong_sell",0.27085
"2979","Industrial Goods","Chart Industries",NA,NA
"2980","Industrial Goods","Golden Agri-Resources",NA,NA
"2981","Services","Forward Air",NA,NA
"2982","Industrial Goods","Meritor",NA,NA
"2983","Healthcare","Bachem Holding AG",NA,NA
"2984","Materials","Stella-Jones","Moderate_buy",0.625
"2985","Services","XT Energy Group",NA,NA
"2986","Technology","SPS Commerce",NA,NA
"2987","Industrial Goods","Takashimaya Company",NA,NA
"2988","Industrial Goods","Atkore International Group","Moderate_sell",0.4427
"2989","Consumer Goods","Callaway Golf",NA,NA
"2990","Industrial Goods","Otter Tail",NA,NA
"2991","Financial","Virtu Financial",NA,NA
"2992","Financial","Banner",NA,NA
"2993","Financial","Safehold",NA,NA
"2994","Financial","Four Corners Property","Moderate_buy",0.6276
"2995","Services","Invitae","Moderate_sell",0.320575
"2996","Financial","ServisFirst Bancshares",NA,NA
"2997","Services","Cheesecake Factory","Hold",0.547375
"2998","Technology","Yext","Hold",0.5474
"2999","Financial","Cominar Real Estate Investment",NA,NA
"3000","Materials","Core Laboratories","Moderate_sell",0.44835
"3001","Materials","Constellium","Moderate_sell",0.440775
"3002","Consumer Goods","Freshpet",NA,NA
"3003","Financial","Mack-Cali Realty",NA,NA
"3004","Materials","China Oriental Group Co",NA,NA
"3005","Financial","Great Western Bancorp","Moderate_buy",0.6203375
"3006","Utilities","Covanta Holding",NA,NA
"3007","Industrial Goods","WillScot",NA,NA
"3008","Financial","BancFirst",NA,NA
"3009","Healthcare","Pacira Pharmaceuticals","Moderate_sell",0.350175
"3010","Financial","Hannon Armstrong",NA,NA
"3011","Materials","SSR Mining",NA,NA
"3012","Financial","Ichigo",NA,NA
"3013","Consumer Goods","Kratos Defense",NA,NA
"3014","Services","Vonage Holdings","Hold",0.58545
"3015","Financial","Balfour Beatty",NA,NA
"3016","Financial","Banco del Bajio SA",NA,NA
"3017","Healthcare","Myriad Genetics","Hold",0.508
"3018","Services","Group 1 Automotive","Moderate_sell",0.4105
"3019","Consumer Goods","Synaptics",NA,NA
"3020","Technology","Fastly","Strong_sell",0.279375
"3021","Healthcare","SanBio Co",NA,NA
"3022","Materials","Crescent Point Energy","Hold",0.500425
"3023","Financial","Gazit-Globe",NA,NA
"3024","Healthcare","Irhythm Technologies",NA,NA
"3025","Financial","Pacific Premier Bancorp","Hold",0.535
"3026","Financial","Columbia Financial",NA,NA
"3027","Services","Magellan Health","Moderate_sell",0.436175
"3028","Utilities","TransAlta",NA,NA
"3029","Industrial Goods","AF Gruppen ASA",NA,NA
"3030","Industrial Goods","Arcosa","Moderate_sell",0.382
"3031","Healthcare","Prestige Brand Holdings",NA,NA
"3032","Technology","Netscout Systems",NA,NA
"3033","Materials","African Rainbow Minerals",NA,NA
"3034","Healthcare","Ironwood Pharma","Moderate_sell",0.37995
"3035","Technology","CSG Systems International",NA,NA
"3036","Services","Cardtronics","Hold",0.5512625
"3037","Consumer Goods","Minerals Technologies",NA,NA
"3038","Technology","Progress Software",NA,NA
"3039","Consumer Goods","Skyline Champion",NA,NA
"3040","Financial","Yuexiu Real Estate Investment",NA,NA
"3041","Services","Mediaset Espa<f1>a",NA,NA
"3042","Services","Jack In The Box","Moderate_sell",0.3155625
"3043","Materials","CGG Veritas",NA,NA
"3044","Materials","Comfort Systems","Moderate_sell",0.3283
"3045","Utilities","Companhia Paranaense de Energia Pfd",NA,NA
"3046","Consumer Goods","Compass Minerals International","Moderate_sell",0.40345
"3047","Technology","Shenandoah Telecommunications Co",NA,NA
"3048","Financial","Fullshare Holdings",NA,NA
"3049","Healthcare","Karuna Therapeutics","Hold",0.4652125
"3050","Industrial Goods","Golden Eagle Retail Group",NA,NA
"3051","Services","Healthcare Services",NA,NA
"3052","Consumer Goods","Cubic","Hold",0.55375
"3053","Financial","Easterly Government Properties","Hold",0.4707875
"3054","Financial","LTC Properties",NA,NA
"3055","Financial","Ladder Capital","Moderate_buy",0.744725
"3056","Services","Patterson Companies","Strong_sell",0.30795
"3057","Materials","Ushio",NA,NA
"3058","Services","StarHub",NA,NA
"3059","Financial","Boardwalk REIT",NA,NA
"3060","Services","Bed Bath & Beyond","Moderate_sell",0.334325
"3061","Industrial Goods","Mineral Resources",NA,NA
"3062","Materials","Grupo Cementos de Chihuahua",NA,NA
"3063","Financial","Hope Bancorp",NA,NA
"3064","Healthcare","Akcea Therapeutics",NA,NA
"3065","Consumer Goods","Cavco Industries","Hold",0.469575
"3066","Consumer Goods","OSI Systems",NA,NA
"3067","Financial","Global Net Lease",NA,NA
"3068","Financial","Redwood",NA,NA
"3069","Financial","Harel Insurance Investments & Financial Services",NA,NA
"3070","Materials","Brickworks",NA,NA
"3071","Services","Adtalem Global Education","Moderate_buy",0.6166125
"3072","Services","Sushiro Global Holdings",NA,NA
"3073","Healthcare","Sosei Group",NA,NA
"3074","Technology","Eventbrite",NA,NA
"3075","Consumer Goods","Fitbit","Hold",0.4942
"3076","Financial","New York Mortgage",NA,NA
"3077","Financial","Amerant Bancorp",NA,NA
"3078","Financial","AssetMark Financial Holdings","Hold",0.5
"3079","Consumer Goods","Ambarella","Hold",0.568725
"3080","Materials","Pretium Resources",NA,NA
"3081","Financial","Axos Financial",NA,NA
"3082","Consumer Goods","Badger Meter",NA,NA
"3083","Financial","CoreCivic",NA,NA
"3084","Industrial Goods","Veoneer",NA,NA
"3085","Consumer Goods","Cott",NA,NA
"3086","Financial","EFG International AG",NA,NA
"3087","Services","Dillard's","Hold",0.51145
"3088","Technology","Zuora","Moderate_sell",0.45485
"3089","Financial","Horace Mann Educators",NA,NA
"3090","Industrial Goods","Mueller Industries","Hold",0.57655
"3091","Industrial Goods","Masonite International",NA,NA
"3092","Technology","Ping Identity Holding",NA,NA
"3093","Financial","Qualitas Controladora SAB de CV",NA,NA
"3094","Utilities","Light SA",NA,NA
"3095","Industrial Goods","Mcgrath Rentcorp",NA,NA
"3096","Financial","Redfin","Hold",0.5582375
"3097","Materials","Yanzhou Coal",NA,NA
"3098","Industrial Goods","Mueller Water Products",NA,NA
"3099","General","Top Frontier Investment Holdings",NA,NA
"3100","Utilities","TTW Public Company",NA,NA
"3101","Financial","Northwest Bancshares","Hold",0.460825
"3102","Consumer Goods","Kaman","Hold",0.5421
"3103","Financial","EFG International",NA,NA
"3104","Utilities","ARC Resources",NA,NA
"3105","Consumer Goods","InterDigital",NA,NA
"3106","Healthcare","Aimmune Therapeutics",NA,NA
"3107","Materials","Koza Altin Isletmeleri AS",NA,NA
"3108","Healthcare","ChemoCentryx","strong_buy",0.78935
"3109","Utilities","Tellurian",NA,NA
"3110","Services","Hongkong & Shanghai Hotels",NA,NA
"3111","Materials","Fraser & Neave",NA,NA
"3112","Healthcare","Pro Medicus",NA,NA
"3113","Financial","Westamerica Bancorporation","Hold",0.5
"3114","Industrial Goods","First Resources (Singapore)",NA,NA
"3115","Industrial Goods","Ganfeng Lithium Co",NA,NA
"3116","Materials","Fujitsu General",NA,NA
"3117","Services","Heartland Express",NA,NA
"3118","Services","Metcash",NA,NA
"3119","Consumer Goods","Nio","Moderate_sell",0.343625
"3120","Consumer Goods","Formfactor","Hold",0.4939
"3121","Financial","NBT Bancorp",NA,NA
"3122","Technology","Allscripts","Moderate_sell",0.425775
"3123","Industrial Goods","Harsco","Moderate_sell",0.3936
"3124","Financial","Senior Housing Properties",NA,NA
"3125","Industrial Goods","American Woodmark","strong_buy",0.7877
"3126","Materials","Kaiser Aluminum","Moderate_sell",0.4123
"3127","Materials","Patterson-UTI",NA,NA
"3128","Services","Hub Group",NA,NA
"3129","Technology","Digital Garage",NA,NA
"3130","Services","SKYCITY Entertainment Group",NA,NA
"3131","Financial","IOOF Holdings",NA,NA
"3132","Financial","Heartland Financial USA",NA,NA
"3133","Financial","China Dili Group",NA,NA
"3134","Services","Chorus",NA,NA
"3135","Financial","Hamilton Lane",NA,NA
"3136","Technology","Pluralsight",NA,NA
"3137","Technology","SCREEN Holdings Co",NA,NA
"3138","Financial","Morguard (OTC)",NA,NA
"3139","Services","Apellis Pharmaceuticals","Strong_sell",0.258625
"3140","Healthcare","Zymeworks",NA,NA
"3141","Industrial Goods","Penta-Ocean Construction Co",NA,NA
"3142","Services","TV Asahi Holdings",NA,NA
"3143","Financial","China Overseas Property Holdings",NA,NA
"3144","Healthcare","Denali Therapeutics",NA,NA
"3145","Healthcare","Madrigal Pharmaceuticals","Hold",0.4825
"3146","Healthcare","Inspire Medical Systems",NA,NA
"3147","Services","Hailiang Education","Moderate_buy",0.625
"3148","Financial","Colony Credit Real Estate",NA,NA
"3149","Materials","IAMGOLD",NA,NA
"3150","Industrial Goods","Grupo Gigante SAB de CV",NA,NA
"3151","Services","Icf International",NA,NA
"3152","Technology","Appen",NA,NA
"3153","Consumer Goods","Edgewell Personal Care",NA,NA
"3154","Financial","K Wah International Holdings",NA,NA
"3155","Consumer Goods","Spirent",NA,NA
"3156","Industrial Goods","Turkiye Sise ve Cam Fabrikalari AS",NA,NA
"3157","Industrial Goods","Gibraltar Industries","Hold",0.5282
"3158","Financial","APi Group",NA,NA
"3159","Healthcare","Gossamer Bio","Moderate_sell",0.322725
"3160","Industrial Goods","HNI",NA,NA
"3161","Financial","Geo Group",NA,NA
"3162","Consumer Goods","Onto Innovation",NA,NA
"3163","Industrial Goods","BrightView Holdings","Hold",0.4719125
"3164","Services","Mobile Mini","Moderate_buy",0.622725
"3165","Consumer Goods","Brinker International","Hold",0.5309125
"3166","Technology","Change Healthcare","Hold",0.5725
"3167","Consumer Goods","Sanrio Company",NA,NA
"3168","Consumer Goods","Wacoal Holdings",NA,NA
"3169","Financial","Artisan Partners",NA,NA
"3170","Materials","Harmony Gold Mining",NA,NA
"3171","Materials","GS Yuasa",NA,NA
"3172","Financial","Alexander's",NA,NA
"3173","Financial","Savills",NA,NA
"3174","Services","Pra Group","Hold",0.5568125
"3175","Industrial Goods","Tokyo Ohka Kogyo Co",NA,NA
"3176","Healthcare","Momenta Pharma",NA,NA
"3177","Healthcare","Avanos Medical",NA,NA
"3178","Consumer Goods","Vicor",NA,NA
"3179","Consumer Goods","LGI Homes",NA,NA
"3180","Financial","Shopping Centres Australasia Property Group RE",NA,NA
"3181","Materials","Sumitomo Osaka Cement Co",NA,NA
"3182","Technology","Razer",NA,NA
"3183","Services","Rush Enterprises A","Hold",0.4974
"3184","Technology","Forescout Technologies","Hold",0.559375
"3185","Materials","MMG",NA,NA
"3186","Financial","Freddie Mac","Hold",0.571825
"3187","Services","Rush Enterprises B","Hold",0.495
"3188","Materials","Centamin",NA,NA
"3189","Healthcare","Dicerna Pharma","Moderate_sell",0.3236125
"3190","Services","Red Rock Resorts",NA,NA
"3191","Consumer Goods","TRONOX",NA,NA
"3192","Materials","Matador Resources","Hold",0.460225
"3193","Healthcare","Staar Surgical Company","Moderate_sell",0.443475
"3194","Financial","Park National",NA,NA
"3195","Financial","Universal Health Realty Income",NA,NA
"3196","Materials","Dycom","Hold",0.5619875
"3197","General","Delek Group",NA,NA
"3198","Industrial Goods","Sunrun",NA,NA
"3199","Consumer Goods","USANA Health","Moderate_sell",0.4316
"3200","Services","Groupon","Moderate_sell",0.3639
"3201","Industrial Goods","PT Astra Agro Lestari Tbk",NA,NA
"3202","Consumer Goods","MACOM Technology Solutions Holdings",NA,NA
"3203","Services","Inchcape",NA,NA
"3204","Utilities","Dalian Port (PDA) Co",NA,NA
"3205","Consumer Goods","Hostess Brands","Moderate_buy",0.7406625
"3206","Financial","Moelis",NA,NA
"3207","Materials","Regis Resources",NA,NA
"3208","Consumer Goods","GCP Applied Technologies","Hold",0.5
"3209","Financial","Kite Realty Group",NA,NA
"3210","Financial","Banco Macro SA",NA,NA
"3211","Healthcare","InMode",NA,NA
"3212","Industrial Goods","Shufersal",NA,NA
"3213","Healthcare","Inogen",NA,NA
"3214","Consumer Goods","Silicon Motion",NA,NA
"3215","Services","Matson","Moderate_sell",0.425825
"3216","Utilities","NIPPON GAS Co",NA,NA
"3217","Industrial Goods","Nufarm",NA,NA
"3218","Technology","LEM Holding SA",NA,NA
"3219","Materials","Glory",NA,NA
"3220","Financial","Office Properties Income",NA,NA
"3221","Healthcare","National Research",NA,NA
"3222","Industrial Goods","GOME Retail Holdings",NA,NA
"3223","Financial","Provident Financial Services",NA,NA
"3224","Services","Covetrus","Strong_sell",0.2052125
"3225","Technology","Telkom SA SOC",NA,NA
"3226","Healthcare","Cardiovascular Systems","Moderate_sell",0.4288
"3227","Financial","Grupo Financiero Galicia SA",NA,NA
"3228","Materials","CSR",NA,NA
"3229","Consumer Goods","Winnebago Industries",NA,NA
"3230","Healthcare","Myovant Sciences","Hold",0.5505875
"3231","Consumer Goods","Kronos Worldwide","Hold",0.5221
"3232","Technology","Enghouse Systems",NA,NA
"3233","Consumer Goods","Kulicke & Soffa",NA,NA
"3234","Services","Morneau Shepell",NA,NA
"3235","Materials","USA Compression",NA,NA
"3236","Services","Meredith",NA,NA
"3237","Utilities","Singapore Post",NA,NA
"3238","Technology","2U","Hold",0.48
"3239","Materials","Harmony Gold Mining Co",NA,NA
"3240","Financial","American Finance",NA,NA
"3241","Materials","Coeur Mining","Moderate_sell",0.309325
"3242","Healthcare","Viela Bio",NA,NA
"3243","Financial","Berkshire Hills","Hold",0.55495
"3244","Financial","Northview Apartment REIT",NA,NA
"3245","Healthcare","BioTelemetry","Moderate_buy",0.612425
"3246","Utilities","COSCO SHIPPING Energy Transportation Co",NA,NA
"3247","Consumer Goods","Fresh Del Monte Produce",NA,NA
"3248","Services","Arcos Dorados Holdings","Moderate_buy",0.695625
"3249","Consumer Goods","Calavo Growers",NA,NA
"3250","Financial","Alexander & Baldwin",NA,NA
"3251","Financial","First Pacific Co",NA,NA
"3252","Consumer Goods","AAR",NA,NA
"3253","Industrial Goods","Lifestyle International Holdings",NA,NA
"3254","Healthcare","Constellation Pharmaceuticals","Moderate_sell",0.38025
"3255","Financial","Seritage Growth Properties",NA,NA
"3256","Materials","CIMC Enric Holdings",NA,NA
"3257","Healthcare","Editas Medicine","Hold",0.496425
"3258","Consumer Goods","Kemet",NA,NA
"3259","Materials","Sany Heavy Equipment International Holdings Co",NA,NA
"3260",NA,"H.I.S.Co.",NA,NA
"3261","Industrial Goods","Ballard Power Systems",NA,NA
"3262","Industrial Goods","Israel",NA,NA
"3263","Healthcare","Merit Medical Systems",NA,NA
"3264","Financial","Gunma Bank",NA,NA
"3265","Healthcare","RegenXBio",NA,NA
"3266","Technology","Microstrategy",NA,NA
"3267","Services","Corporate Travel Management",NA,NA
"3268","Consumer Goods","Aritzia",NA,NA
"3269","Industrial Goods","Grupo Simec SA De CV",NA,NA
"3270","Healthcare","Veloxis Pharmaceuticals",NA,NA
"3271","Healthcare","MicroPort Scientific",NA,NA
"3272","Consumer Goods","Owens-Illinois","Moderate_sell",0.398075
"3273","Services","Huron Consulting",NA,NA
"3274","Technology","Playtech",NA,NA
"3275","Technology","Atea ASA",NA,NA
"3276","Materials","Sims Metal Management",NA,NA
"3277","Financial","Seacoast Banking Of Florida",NA,NA
"3278","Financial","Norwegian Finans Holding ASA",NA,NA
"3279","Financial","Grupo Financiero Galicia SA",NA,NA
"3280","Materials","BP Midstream Partners",NA,NA
"3281","Financial","Fortress Transportation","Moderate_buy",0.6569625
"3282","Materials","Dril-Quip",NA,NA
"3283","Financial","Fanhua American Depositary Shares","Hold",0.5
"3284","Services","Ship Finance International",NA,NA
"3285","Consumer Goods","Central Garden Pet","Moderate_sell",0.43095
"3286","Financial","Kiwi Property Group",NA,NA
"3287","Technology","NIC",NA,NA
"3288","Utilities","Shenzhen Investment Holdings Bay Area Development Company",NA,NA
"3289","Industrial Goods","Luk Fook Holdings (International)",NA,NA
"3290","Financial","Lexinfintech Holdings",NA,NA
"3291","Financial","CorVel",NA,NA
"3292","Services","BEST",NA,NA
"3293","Healthcare","Epizyme","Moderate_buy",0.6400375
"3294","Financial","Banco Macro SA",NA,NA
"3295","Industrial Goods","Toagosei Co",NA,NA
"3296","Financial","Safety Insurance Group",NA,NA
"3297","Technology","Sonos","Moderate_sell",0.326625
"3298","Financial","Tpg Re Finance",NA,NA
"3299","Services","Miramar Hotel & Investment Co",NA,NA
"3300","Financial","Piraeus Bank SA",NA,NA
"3301","Services","AEON Delight Co",NA,NA
"3302","Healthcare","Arvinas Holding Company","Moderate_sell",0.38845
"3303",NA,"Canfor",NA,NA
"3304","Utilities","Chesapeake Utilities",NA,NA
"3305","Industrial Goods","Adeka",NA,NA
"3306","Services","US Physical Therapy",NA,NA
"3307","Consumer Goods","Trinseo",NA,NA
"3308","Financial","Eagle Bancorp",NA,NA
"3309","Services","Gungho Online Entertainment",NA,NA
"3310","Technology","Stamps","Hold",0.55255
"3311","Industrial Goods","Actuant",NA,NA
"3312","Financial","Monmouth Real Estate Investment",NA,NA
"3313","Materials","Viper Energy","Hold",0.54275
"3314","Materials","Sims Metal",NA,NA
"3315","Financial","Arbor Realty","Moderate_sell",0.408125
"3316","Utilities","COSCO SHIPPING Development Co",NA,NA
